year,LineCode,airport,gdp
2012-01-01,34.0,ATL,
2012-01-01,35.0,ATL,15651643.0
2012-01-01,36.0,ATL,
2012-01-01,45.0,ATL,
2012-01-01,50.0,ATL,56757916.0
2012-01-01,51.0,ATL,
2012-01-01,56.0,ATL,
2012-01-01,59.0,ATL,43318419.0
2012-01-01,60.0,ATL,
2012-01-01,64.0,ATL,
2012-01-01,65.0,ATL,
2012-01-01,68.0,ATL,
2012-01-01,69.0,ATL,
2012-01-01,70.0,ATL,
2012-01-01,75.0,ATL,9632142.0
2012-01-01,76.0,ATL,
2012-01-01,79.0,ATL,
2012-01-01,82.0,ATL,5314810.0
2012-01-01,83.0,ATL,26607651.0
2012-01-01,,ATL,
2012-01-01,87.0,ATL,
2012-01-01,88.0,ATL,
2012-01-01,89.0,ATL,
2012-01-01,90.0,ATL,
2012-01-01,91.0,ATL,34105385.0
2012-01-01,92.0,ATL,226857389.0
2012-01-01,1.0,DFW,99254274.0
2012-01-01,2.0,DFW,86120209.0
2012-01-01,3.0,DFW,60176.0
2012-01-01,6.0,DFW,1090154.0
2012-01-01,10.0,DFW,792281.0
2012-01-01,11.0,DFW,4417061.0
2012-01-01,12.0,DFW,12668695.0
2012-01-01,13.0,DFW,11567345.0
2012-01-01,25.0,DFW,1101350.0
2012-01-01,34.0,DFW,11846633.0
2012-01-01,35.0,DFW,5858068.0
2012-01-01,36.0,DFW,1553874.0
2012-01-01,45.0,DFW,6099462.0
2012-01-01,50.0,DFW,14215642.0
2012-01-01,51.0,DFW,4935533.0
2012-01-01,56.0,DFW,9280109.0
2012-01-01,59.0,DFW,14377920.0
2012-01-01,60.0,DFW,10669731.0
2012-01-01,64.0,DFW,
2012-01-01,65.0,DFW,
2012-01-01,68.0,DFW,6700861.0
2012-01-01,69.0,DFW,830338.0
2012-01-01,70.0,DFW,5870523.0
2012-01-01,75.0,DFW,3990528.0
2012-01-01,76.0,DFW,
2012-01-01,79.0,DFW,
2012-01-01,82.0,DFW,2448854.0
2012-01-01,83.0,DFW,13134066.0
2012-01-01,,DFW,
2012-01-01,87.0,DFW,1150330.0
2012-01-01,88.0,DFW,17704701.0
2012-01-01,89.0,DFW,2346155.0
2012-01-01,90.0,DFW,18768157.0
2012-01-01,91.0,DFW,18236086.0
2012-01-01,92.0,DFW,67884123.0
2012-01-01,1.0,BOS,357087616.0
2012-01-01,2.0,BOS,323342588.0
2012-01-01,3.0,BOS,
2012-01-01,6.0,BOS,90949.0
2012-01-01,10.0,BOS,4629285.0
2012-01-01,11.0,BOS,9466517.0
2012-01-01,12.0,BOS,35140597.0
2012-01-01,13.0,BOS,25028694.0
2012-01-01,25.0,BOS,10111903.0
2012-01-01,34.0,BOS,18835815.0
2012-01-01,35.0,BOS,12875443.0
2012-01-01,36.0,BOS,
2012-01-01,45.0,BOS,22632395.0
2012-01-01,50.0,BOS,84560333.0
2012-01-01,51.0,BOS,36584365.0
2012-01-01,56.0,BOS,47975968.0
2012-01-01,59.0,BOS,66238752.0
2012-01-01,60.0,BOS,48335120.0
2012-01-01,64.0,BOS,7937840.0
2012-01-01,65.0,BOS,9965792.0
2012-01-01,68.0,BOS,44032456.0
2012-01-01,69.0,BOS,11900398.0
2012-01-01,70.0,BOS,32132058.0
2012-01-01,75.0,BOS,12606509.0
2012-01-01,76.0,BOS,3658522.0
2012-01-01,79.0,BOS,8947988.0
2012-01-01,82.0,BOS,6221854.0
2012-01-01,83.0,BOS,33745029.0
2012-01-01,,BOS,
2012-01-01,87.0,BOS,
2012-01-01,88.0,BOS,31711258.0
2012-01-01,89.0,BOS,
2012-01-01,90.0,BOS,57772992.0
2012-01-01,91.0,BOS,
2012-01-01,92.0,BOS,
2012-01-01,1.0,CLT,127361099.0
2012-01-01,2.0,CLT,116171292.0
2012-01-01,3.0,CLT,557359.0
2012-01-01,6.0,CLT,73879.0
2012-01-01,10.0,CLT,
2012-01-01,11.0,CLT,4017883.0
2012-01-01,12.0,CLT,17006983.0
2012-01-01,13.0,CLT,8477294.0
2012-01-01,25.0,CLT,8529689.0
2012-01-01,34.0,CLT,9141162.0
2012-01-01,35.0,CLT,6332782.0
2012-01-01,36.0,CLT,
2012-01-01,45.0,CLT,4919726.0
2012-01-01,50.0,CLT,35238747.0
2012-01-01,51.0,CLT,23268572.0
2012-01-01,56.0,CLT,11970175.0
2012-01-01,59.0,CLT,17621819.0
2012-01-01,60.0,CLT,
2012-01-01,64.0,CLT,
2012-01-01,65.0,CLT,
2012-01-01,68.0,CLT,7043247.0
2012-01-01,69.0,CLT,
2012-01-01,70.0,CLT,
2012-01-01,75.0,CLT,
2012-01-01,76.0,CLT,
2012-01-01,79.0,CLT,
2012-01-01,82.0,CLT,2299471.0
2012-01-01,83.0,CLT,11189807.0
2012-01-01,,CLT,
2012-01-01,87.0,CLT,631238.0
2012-01-01,88.0,CLT,15473944.0
2012-01-01,89.0,CLT,
2012-01-01,90.0,CLT,21926709.0
2012-01-01,91.0,CLT,21656104.0
2012-01-01,92.0,CLT,94515188.0
2012-01-01,1.0,ORD,561588192.0
2012-01-01,2.0,ORD,508763428.0
2012-01-01,3.0,ORD,550397.0
2012-01-01,6.0,ORD,272006.0
2012-01-01,10.0,ORD,
2012-01-01,11.0,ORD,16056859.0
2012-01-01,12.0,ORD,74725013.0
2012-01-01,13.0,ORD,
2012-01-01,25.0,ORD,
2012-01-01,34.0,ORD,
2012-01-01,35.0,ORD,27774420.0
2012-01-01,36.0,ORD,
2012-01-01,45.0,ORD,
2012-01-01,50.0,ORD,122113683.0
2012-01-01,51.0,ORD,55073865.0
2012-01-01,56.0,ORD,67039819.0
2012-01-01,59.0,ORD,
2012-01-01,60.0,ORD,
2012-01-01,64.0,ORD,
2012-01-01,65.0,ORD,19729675.0
2012-01-01,68.0,ORD,49246005.0
2012-01-01,69.0,ORD,10781494.0
2012-01-01,70.0,ORD,38464511.0
2012-01-01,75.0,ORD,21978588.0
2012-01-01,76.0,ORD,
2012-01-01,79.0,ORD,
2012-01-01,82.0,ORD,
2012-01-01,83.0,ORD,52824764.0
2012-01-01,,ORD,
2012-01-01,87.0,ORD,822403.0
2012-01-01,88.0,ORD,
2012-01-01,89.0,ORD,
2012-01-01,90.0,ORD,
2012-01-01,91.0,ORD,91604275.0
2012-01-01,92.0,ORD,417159152.0
2012-01-01,1.0,DEN,152873532.0
2012-01-01,2.0,DEN,136967199.0
2012-01-01,3.0,DEN,
2012-01-01,6.0,DEN,2847235.0
2012-01-01,10.0,DEN,
2012-01-01,11.0,DEN,5318567.0
2012-01-01,12.0,DEN,
2012-01-01,13.0,DEN,
2012-01-01,25.0,DEN,
2012-01-01,34.0,DEN,
2012-01-01,35.0,DEN,7912024.0
2012-01-01,36.0,DEN,
2012-01-01,45.0,DEN,
2012-01-01,50.0,DEN,31449233.0
2012-01-01,51.0,DEN,
2012-01-01,56.0,DEN,
2012-01-01,59.0,DEN,
2012-01-01,60.0,DEN,16581703.0
2012-01-01,64.0,DEN,
2012-01-01,65.0,DEN,
2012-01-01,68.0,DEN,11210449.0
2012-01-01,69.0,DEN,
2012-01-01,70.0,DEN,
2012-01-01,75.0,DEN,6204917.0
2012-01-01,76.0,DEN,1782293.0
2012-01-01,79.0,DEN,4422624.0
2012-01-01,82.0,DEN,3447926.0
2012-01-01,83.0,DEN,15906333.0
2012-01-01,,DEN,
2012-01-01,87.0,DEN,
2012-01-01,88.0,DEN,
2012-01-01,89.0,DEN,
2012-01-01,90.0,DEN,
2012-01-01,91.0,DEN,
2012-01-01,92.0,DEN,
2012-01-01,1.0,DTW,212159700.0
2012-01-01,2.0,DTW,194115343.0
2012-01-01,3.0,DTW,166317.0
2012-01-01,6.0,DTW,252322.0
2012-01-01,10.0,DTW,
2012-01-01,11.0,DTW,5713950.0
2012-01-01,12.0,DTW,39418486.0
2012-01-01,13.0,DTW,34479828.0
2012-01-01,25.0,DTW,4938658.0
2012-01-01,34.0,DTW,
2012-01-01,35.0,DTW,12207233.0
2012-01-01,36.0,DTW,6127442.0
2012-01-01,45.0,DTW,5937552.0
2012-01-01,50.0,DTW,35347092.0
2012-01-01,51.0,DTW,11549217.0
2012-01-01,56.0,DTW,23797875.0
2012-01-01,59.0,DTW,36588307.0
2012-01-01,60.0,DTW,
2012-01-01,64.0,DTW,
2012-01-01,65.0,DTW,8095858.0
2012-01-01,68.0,DTW,20191902.0
2012-01-01,69.0,DTW,1796263.0
2012-01-01,70.0,DTW,18395640.0
2012-01-01,75.0,DTW,7696527.0
2012-01-01,76.0,DTW,1876249.0
2012-01-01,79.0,DTW,5820278.0
2012-01-01,82.0,DTW,4953064.0
2012-01-01,83.0,DTW,18044357.0
2012-01-01,,DTW,
2012-01-01,87.0,DTW,418639.0
2012-01-01,88.0,DTW,
2012-01-01,89.0,DTW,
2012-01-01,90.0,DTW,45356038.0
2012-01-01,91.0,DTW,45551074.0
2012-01-01,92.0,DTW,148564269.0
2012-01-01,1.0,IAH,404431385.0
2012-01-01,2.0,IAH,374573457.0
2012-01-01,3.0,IAH,
2012-01-01,6.0,IAH,28161730.0
2012-01-01,10.0,IAH,6019967.0
2012-01-01,11.0,IAH,21099191.0
2012-01-01,12.0,IAH,87189655.0
2012-01-01,13.0,IAH,
2012-01-01,25.0,IAH,
2012-01-01,34.0,IAH,40398046.0
2012-01-01,35.0,IAH,17732871.0
2012-01-01,36.0,IAH,
2012-01-01,45.0,IAH,
2012-01-01,50.0,IAH,50103334.0
2012-01-01,51.0,IAH,16169570.0
2012-01-01,56.0,IAH,33933764.0
2012-01-01,59.0,IAH,
2012-01-01,60.0,IAH,
2012-01-01,64.0,IAH,
2012-01-01,65.0,IAH,
2012-01-01,68.0,IAH,22449338.0
2012-01-01,69.0,IAH,
2012-01-01,70.0,IAH,
2012-01-01,75.0,IAH,10640673.0
2012-01-01,76.0,IAH,2009039.0
2012-01-01,79.0,IAH,8631634.0
2012-01-01,82.0,IAH,7283520.0
2012-01-01,83.0,IAH,29857928.0
2012-01-01,,IAH,
2012-01-01,87.0,IAH,
2012-01-01,88.0,IAH,58130916.0
2012-01-01,89.0,IAH,
2012-01-01,90.0,IAH,
2012-01-01,91.0,IAH,
2012-01-01,92.0,IAH,
2012-01-01,1.0,LAS,89213576.0
2012-01-01,2.0,LAS,79284063.0
2012-01-01,3.0,LAS,16284.0
2012-01-01,6.0,LAS,64302.0
2012-01-01,10.0,LAS,1627791.0
2012-01-01,11.0,LAS,3621379.0
2012-01-01,12.0,LAS,3569697.0
2012-01-01,13.0,LAS,2795668.0
2012-01-01,25.0,LAS,774029.0
2012-01-01,34.0,LAS,3614769.0
2012-01-01,35.0,LAS,6364308.0
2012-01-01,36.0,LAS,4194726.0
2012-01-01,45.0,LAS,2423787.0
2012-01-01,50.0,LAS,16882965.0
2012-01-01,51.0,LAS,3469668.0
2012-01-01,56.0,LAS,13413296.0
2012-01-01,59.0,LAS,9733046.0
2012-01-01,60.0,LAS,4611858.0
2012-01-01,64.0,LAS,2138276.0
2012-01-01,65.0,LAS,2982912.0
2012-01-01,68.0,LAS,5643515.0
2012-01-01,69.0,LAS,465520.0
2012-01-01,70.0,LAS,5177995.0
2012-01-01,75.0,LAS,19867535.0
2012-01-01,76.0,LAS,3919476.0
2012-01-01,79.0,LAS,15948058.0
2012-01-01,82.0,LAS,1659958.0
2012-01-01,83.0,LAS,9929513.0
2012-01-01,,LAS,
2012-01-01,87.0,LAS,80586.0
2012-01-01,88.0,LAS,9979077.0
2012-01-01,89.0,LAS,5822517.0
2012-01-01,90.0,LAS,5993485.0
2012-01-01,91.0,LAS,7271663.0
2012-01-01,92.0,LAS,72012400.0
2012-01-01,1.0,LAX,788081634.0
2012-01-01,2.0,LAX,715065044.0
2012-01-01,3.0,LAX,461543.0
2012-01-01,6.0,LAX,3072013.0
2012-01-01,10.0,LAX,5003760.0
2012-01-01,11.0,LAX,19864297.0
2012-01-01,12.0,LAX,74273610.0
2012-01-01,13.0,LAX,45291900.0
2012-01-01,25.0,LAX,28981710.0
2012-01-01,34.0,LAX,55193843.0
2012-01-01,35.0,LAX,43894235.0
2012-01-01,36.0,LAX,19743657.0
2012-01-01,45.0,LAX,80686462.0
2012-01-01,50.0,LAX,193174053.0
2012-01-01,51.0,LAX,48335377.0
2012-01-01,56.0,LAX,144838676.0
2012-01-01,59.0,LAX,101477215.0
2012-01-01,60.0,LAX,66092836.0
2012-01-01,64.0,LAX,9910931.0
2012-01-01,65.0,LAX,25473448.0
2012-01-01,68.0,LAX,60613510.0
2012-01-01,69.0,LAX,10892383.0
2012-01-01,70.0,LAX,49721126.0
2012-01-01,75.0,LAX,40758234.0
2012-01-01,76.0,LAX,20921658.0
2012-01-01,79.0,LAX,19836575.0
2012-01-01,82.0,LAX,16848610.0
2012-01-01,83.0,LAX,73016590.0
2012-01-01,,LAX,
2012-01-01,87.0,LAX,3533556.0
2012-01-01,88.0,LAX,99088079.0
2012-01-01,89.0,LAX,24747417.0
2012-01-01,90.0,LAX,154960073.0
2012-01-01,91.0,LAX,97671463.0
2012-01-01,92.0,LAX,617393580.0
2012-01-01,1.0,MIA,259070997.0
2012-01-01,2.0,MIA,230142792.0
2012-01-01,3.0,MIA,1047643.0
2012-01-01,6.0,MIA,317585.0
2012-01-01,10.0,MIA,3636263.0
2012-01-01,11.0,MIA,8588913.0
2012-01-01,12.0,MIA,8476415.0
2012-01-01,13.0,MIA,4941439.0
2012-01-01,25.0,MIA,3534976.0
2012-01-01,34.0,MIA,25172585.0
2012-01-01,35.0,MIA,18791512.0
2012-01-01,36.0,MIA,10846227.0
2012-01-01,45.0,MIA,14850744.0
2012-01-01,50.0,MIA,56611517.0
2012-01-01,51.0,MIA,15219522.0
2012-01-01,56.0,MIA,41391996.0
2012-01-01,59.0,MIA,34599513.0
2012-01-01,60.0,MIA,20906639.0
2012-01-01,64.0,MIA,3562656.0
2012-01-01,65.0,MIA,10130218.0
2012-01-01,68.0,MIA,24467919.0
2012-01-01,69.0,MIA,4075044.0
2012-01-01,70.0,MIA,20392876.0
2012-01-01,75.0,MIA,15026754.0
2012-01-01,76.0,MIA,3617080.0
2012-01-01,79.0,MIA,11409674.0
2012-01-01,82.0,MIA,7709201.0
2012-01-01,83.0,MIA,28928205.0
2012-01-01,,MIA,
2012-01-01,87.0,MIA,1365229.0
2012-01-01,88.0,MIA,43964097.0
2012-01-01,89.0,MIA,14482490.0
2012-01-01,90.0,MIA,23327158.0
2012-01-01,91.0,MIA,18430557.0
2012-01-01,92.0,MIA,211712236.0
2012-01-01,1.0,MSP,205223887.0
2012-01-01,2.0,MSP,185358106.0
2012-01-01,3.0,MSP,660108.0
2012-01-01,6.0,MSP,468210.0
2012-01-01,10.0,MSP,2418203.0
2012-01-01,11.0,MSP,6214648.0
2012-01-01,12.0,MSP,29864161.0
2012-01-01,13.0,MSP,18436588.0
2012-01-01,25.0,MSP,11427573.0
2012-01-01,34.0,MSP,
2012-01-01,35.0,MSP,10305513.0
2012-01-01,36.0,MSP,
2012-01-01,45.0,MSP,
2012-01-01,50.0,MSP,43572293.0
2012-01-01,51.0,MSP,20209047.0
2012-01-01,56.0,MSP,23363246.0
2012-01-01,59.0,MSP,31532416.0
2012-01-01,60.0,MSP,
2012-01-01,64.0,MSP,
2012-01-01,65.0,MSP,
2012-01-01,68.0,MSP,18169545.0
2012-01-01,69.0,MSP,2447685.0
2012-01-01,70.0,MSP,15721859.0
2012-01-01,75.0,MSP,6691346.0
2012-01-01,76.0,MSP,2014914.0
2012-01-01,79.0,MSP,4676433.0
2012-01-01,82.0,MSP,4286856.0
2012-01-01,83.0,MSP,19865781.0
2012-01-01,,MSP,
2012-01-01,87.0,MSP,1128319.0
2012-01-01,88.0,MSP,
2012-01-01,89.0,MSP,
2012-01-01,90.0,MSP,
2012-01-01,91.0,MSP,37207128.0
2012-01-01,92.0,MSP,148150978.0
2012-01-01,1.0,JFK,1401795910.0
2012-01-01,1.0,LGA,1401795910.0
2012-01-01,1.0,EWR,1401795910.0
2012-01-01,2.0,JFK,1274434717.0
2012-01-01,2.0,LGA,1274434717.0
2012-01-01,2.0,EWR,1274434717.0
2012-01-01,3.0,JFK,
2012-01-01,3.0,LGA,
2012-01-01,3.0,EWR,
2012-01-01,6.0,JFK,329959.0
2012-01-01,6.0,LGA,329959.0
2012-01-01,6.0,EWR,329959.0
2012-01-01,10.0,JFK,
2012-01-01,10.0,LGA,
2012-01-01,10.0,EWR,
2012-01-01,11.0,JFK,36269960.0
2012-01-01,11.0,LGA,36269960.0
2012-01-01,11.0,EWR,36269960.0
2012-01-01,12.0,JFK,
2012-01-01,12.0,LGA,
2012-01-01,12.0,EWR,
2012-01-01,13.0,JFK,
2012-01-01,13.0,LGA,
2012-01-01,13.0,EWR,
2012-01-01,25.0,JFK,40680357.0
2012-01-01,25.0,LGA,40680357.0
2012-01-01,25.0,EWR,40680357.0
2012-01-01,34.0,JFK,
2012-01-01,34.0,LGA,
2012-01-01,34.0,EWR,
2012-01-01,35.0,JFK,62774198.0
2012-01-01,35.0,LGA,62774198.0
2012-01-01,35.0,EWR,62774198.0
2012-01-01,36.0,JFK,
2012-01-01,36.0,LGA,
2012-01-01,36.0,EWR,
2012-01-01,45.0,JFK,109343885.0
2012-01-01,45.0,LGA,109343885.0
2012-01-01,45.0,EWR,109343885.0
2012-01-01,50.0,JFK,464080190.0
2012-01-01,50.0,LGA,464080190.0
2012-01-01,50.0,EWR,464080190.0
2012-01-01,51.0,JFK,250201974.0
2012-01-01,51.0,LGA,250201974.0
2012-01-01,51.0,EWR,250201974.0
2012-01-01,56.0,JFK,213878215.0
2012-01-01,56.0,LGA,213878215.0
2012-01-01,56.0,EWR,213878215.0
2012-01-01,59.0,JFK,202260981.0
2012-01-01,59.0,LGA,202260981.0
2012-01-01,59.0,EWR,202260981.0
2012-01-01,60.0,JFK,132969923.0
2012-01-01,60.0,LGA,132969923.0
2012-01-01,60.0,EWR,132969923.0
2012-01-01,64.0,JFK,32006130.0
2012-01-01,64.0,LGA,32006130.0
2012-01-01,64.0,EWR,32006130.0
2012-01-01,65.0,JFK,37284928.0
2012-01-01,65.0,LGA,37284928.0
2012-01-01,65.0,EWR,37284928.0
2012-01-01,68.0,JFK,119891988.0
2012-01-01,68.0,LGA,119891988.0
2012-01-01,68.0,EWR,119891988.0
2012-01-01,69.0,JFK,22771481.0
2012-01-01,69.0,LGA,22771481.0
2012-01-01,69.0,EWR,22771481.0
2012-01-01,70.0,JFK,97120508.0
2012-01-01,70.0,LGA,97120508.0
2012-01-01,70.0,EWR,97120508.0
2012-01-01,75.0,JFK,55407892.0
2012-01-01,75.0,LGA,55407892.0
2012-01-01,75.0,EWR,55407892.0
2012-01-01,76.0,JFK,21745276.0
2012-01-01,76.0,LGA,21745276.0
2012-01-01,76.0,EWR,21745276.0
2012-01-01,79.0,JFK,33662617.0
2012-01-01,79.0,LGA,33662617.0
2012-01-01,79.0,EWR,33662617.0
2012-01-01,82.0,JFK,27021691.0
2012-01-01,82.0,LGA,27021691.0
2012-01-01,82.0,EWR,27021691.0
2012-01-01,83.0,JFK,127361193.0
2012-01-01,83.0,LGA,127361193.0
2012-01-01,83.0,EWR,127361193.0
2012-01-01,,JFK,
2012-01-01,,LGA,
2012-01-01,,EWR,
2012-01-01,87.0,JFK,
2012-01-01,87.0,LGA,
2012-01-01,87.0,EWR,
2012-01-01,88.0,JFK,
2012-01-01,88.0,LGA,
2012-01-01,88.0,EWR,
2012-01-01,89.0,JFK,
2012-01-01,89.0,LGA,
2012-01-01,89.0,EWR,
2012-01-01,90.0,JFK,
2012-01-01,90.0,LGA,
2012-01-01,90.0,EWR,
2012-01-01,91.0,JFK,
2012-01-01,91.0,LGA,
2012-01-01,91.0,EWR,
2012-01-01,92.0,JFK,
2012-01-01,92.0,LGA,
2012-01-01,92.0,EWR,
2012-01-01,1.0,MCO,98568541.0
2012-01-01,2.0,MCO,89259533.0
2012-01-01,3.0,MCO,561328.0
2012-01-01,6.0,MCO,51227.0
2012-01-01,10.0,MCO,892300.0
2012-01-01,11.0,MCO,3623724.0
2012-01-01,12.0,MCO,4581784.0
2012-01-01,13.0,MCO,3193562.0
2012-01-01,25.0,MCO,1388222.0
2012-01-01,34.0,MCO,6589338.0
2012-01-01,35.0,MCO,7292380.0
2012-01-01,36.0,MCO,3073627.0
2012-01-01,45.0,MCO,4239802.0
2012-01-01,50.0,MCO,21500984.0
2012-01-01,51.0,MCO,4458414.0
2012-01-01,56.0,MCO,17042571.0
2012-01-01,59.0,MCO,13788279.0
2012-01-01,60.0,MCO,7203305.0
2012-01-01,64.0,MCO,1780433.0
2012-01-01,65.0,MCO,4804541.0
2012-01-01,68.0,MCO,9364666.0
2012-01-01,69.0,MCO,1437652.0
2012-01-01,70.0,MCO,7927014.0
2012-01-01,75.0,MCO,11454615.0
2012-01-01,76.0,MCO,4811598.0
2012-01-01,79.0,MCO,6643017.0
2012-01-01,82.0,MCO,2245479.0
2012-01-01,83.0,MCO,9309009.0
2012-01-01,,MCO,
2012-01-01,87.0,MCO,612555.0
2012-01-01,88.0,MCO,13881717.0
2012-01-01,89.0,MCO,3965927.0
2012-01-01,90.0,MCO,8821586.0
2012-01-01,91.0,MCO,8818062.0
2012-01-01,92.0,MCO,80441470.0
2012-01-01,1.0,PHL,364699327.0
2012-01-01,2.0,PHL,330472650.0
2012-01-01,3.0,PHL,
2012-01-01,6.0,PHL,145888.0
2012-01-01,10.0,PHL,6839128.0
2012-01-01,11.0,PHL,
2012-01-01,12.0,PHL,
2012-01-01,13.0,PHL,
2012-01-01,25.0,PHL,
2012-01-01,34.0,PHL,24977617.0
2012-01-01,35.0,PHL,17042253.0
2012-01-01,36.0,PHL,8547170.0
2012-01-01,45.0,PHL,30176906.0
2012-01-01,50.0,PHL,86525945.0
2012-01-01,51.0,PHL,37177112.0
2012-01-01,56.0,PHL,49348834.0
2012-01-01,59.0,PHL,54680990.0
2012-01-01,60.0,PHL,
2012-01-01,64.0,PHL,
2012-01-01,65.0,PHL,9579084.0
2012-01-01,68.0,PHL,41618337.0
2012-01-01,69.0,PHL,9903662.0
2012-01-01,70.0,PHL,31714676.0
2012-01-01,75.0,PHL,10680041.0
2012-01-01,76.0,PHL,3768071.0
2012-01-01,79.0,PHL,6911970.0
2012-01-01,82.0,PHL,6755793.0
2012-01-01,83.0,PHL,34226677.0
2012-01-01,,PHL,
2012-01-01,87.0,PHL,
2012-01-01,88.0,PHL,42019870.0
2012-01-01,89.0,PHL,15386298.0
2012-01-01,90.0,PHL,
2012-01-01,91.0,PHL,42628470.0
2012-01-01,92.0,PHL,287844181.0
2012-01-01,1.0,PHX,192799880.0
2012-01-01,2.0,PHX,171790309.0
2012-01-01,3.0,PHX,691390.0
2012-01-01,6.0,PHX,2281516.0
2012-01-01,10.0,PHX,3586883.0
2012-01-01,11.0,PHX,7176939.0
2012-01-01,12.0,PHX,18643968.0
2012-01-01,13.0,PHX,15245200.0
2012-01-01,25.0,PHX,3398769.0
2012-01-01,34.0,PHX,14576938.0
2012-01-01,35.0,PHX,15129400.0
2012-01-01,36.0,PHX,6073038.0
2012-01-01,45.0,PHX,5648458.0
2012-01-01,50.0,PHX,42624485.0
2012-01-01,51.0,PHX,15726764.0
2012-01-01,56.0,PHX,26897721.0
2012-01-01,59.0,PHX,23757443.0
2012-01-01,60.0,PHX,12180108.0
2012-01-01,64.0,PHX,2423444.0
2012-01-01,65.0,PHX,9153891.0
2012-01-01,68.0,PHX,18787754.0
2012-01-01,69.0,PHX,2989201.0
2012-01-01,70.0,PHX,15798553.0
2012-01-01,75.0,PHX,8981066.0
2012-01-01,76.0,PHX,2147221.0
2012-01-01,79.0,PHX,6833844.0
2012-01-01,82.0,PHX,3831031.0
2012-01-01,83.0,PHX,21009571.0
2012-01-01,,PHX,
2012-01-01,87.0,PHX,2972906.0
2012-01-01,88.0,PHX,29706338.0
2012-01-01,89.0,PHX,9659922.0
2012-01-01,90.0,PHX,24292426.0
2012-01-01,91.0,PHX,28793813.0
2012-01-01,92.0,PHX,142996496.0
2012-01-01,1.0,SFO,364594793.0
2012-01-01,2.0,SFO,330466908.0
2012-01-01,3.0,SFO,
2012-01-01,6.0,SFO,608135.0
2012-01-01,10.0,SFO,3574576.0
2012-01-01,11.0,SFO,11299970.0
2012-01-01,12.0,SFO,38099352.0
2012-01-01,13.0,SFO,13272841.0
2012-01-01,25.0,SFO,24826511.0
2012-01-01,34.0,SFO,16245784.0
2012-01-01,35.0,SFO,17881107.0
2012-01-01,36.0,SFO,
2012-01-01,45.0,SFO,24917090.0
2012-01-01,50.0,SFO,81176042.0
2012-01-01,51.0,SFO,28591955.0
2012-01-01,56.0,SFO,52584087.0
2012-01-01,59.0,SFO,80391537.0
2012-01-01,60.0,SFO,61639782.0
2012-01-01,64.0,SFO,8250321.0
2012-01-01,65.0,SFO,10501433.0
2012-01-01,68.0,SFO,25701486.0
2012-01-01,69.0,SFO,3896204.0
2012-01-01,70.0,SFO,21805282.0
2012-01-01,75.0,SFO,14298979.0
2012-01-01,76.0,SFO,4721711.0
2012-01-01,79.0,SFO,9577268.0
2012-01-01,82.0,SFO,6601897.0
2012-01-01,83.0,SFO,34127885.0
2012-01-01,,SFO,
2012-01-01,87.0,SFO,
2012-01-01,88.0,SFO,34126891.0
2012-01-01,89.0,SFO,
2012-01-01,90.0,SFO,63016442.0
2012-01-01,91.0,SFO,
2012-01-01,92.0,SFO,
2012-01-01,1.0,SEA,269668824.0
2012-01-01,2.0,SEA,239269849.0
2012-01-01,3.0,SEA,579466.0
2012-01-01,6.0,SEA,117523.0
2012-01-01,10.0,SEA,312471.0
2012-01-01,11.0,SEA,7275968.0
2012-01-01,12.0,SEA,45064948.0
2012-01-01,13.0,SEA,40591350.0
2012-01-01,25.0,SEA,4473598.0
2012-01-01,34.0,SEA,16029076.0
2012-01-01,35.0,SEA,18405643.0
2012-01-01,36.0,SEA,8260197.0
2012-01-01,45.0,SEA,37876268.0
2012-01-01,50.0,SEA,42362616.0
2012-01-01,51.0,SEA,11003327.0
2012-01-01,56.0,SEA,31359290.0
2012-01-01,59.0,SEA,31943460.0
2012-01-01,60.0,SEA,20920002.0
2012-01-01,64.0,SEA,3942320.0
2012-01-01,65.0,SEA,7081138.0
2012-01-01,68.0,SEA,17082764.0
2012-01-01,69.0,SEA,1784484.0
2012-01-01,70.0,SEA,15298280.0
2012-01-01,75.0,SEA,8923274.0
2012-01-01,76.0,SEA,2538090.0
2012-01-01,79.0,SEA,6385184.0
2012-01-01,82.0,SEA,5036174.0
2012-01-01,83.0,SEA,30398975.0
2012-01-01,,SEA,
2012-01-01,87.0,SEA,696989.0
2012-01-01,88.0,SEA,34434719.0
2012-01-01,89.0,SEA,8572669.0
2012-01-01,90.0,SEA,82941216.0
2012-01-01,91.0,SEA,53037905.0
2012-01-01,92.0,SEA,186231944.0
2013-01-01,1.0,ATL,299918186.0
2013-01-01,2.0,ATL,273113553.0
2013-01-01,3.0,ATL,602096.0
2013-01-01,6.0,ATL,231368.0
2013-01-01,10.0,ATL,
2013-01-01,11.0,ATL,8712524.0
2013-01-01,12.0,ATL,25434336.0
2013-01-01,13.0,ATL,11697446.0
2013-01-01,25.0,ATL,13736889.0
2013-01-01,34.0,ATL,29267947.0
2013-01-01,35.0,ATL,16329761.0
2013-01-01,36.0,ATL,15165417.0
2013-01-01,45.0,ATL,31136557.0
2013-01-01,50.0,ATL,59916064.0
2013-01-01,51.0,ATL,
2013-01-01,56.0,ATL,
2013-01-01,59.0,ATL,44789479.0
2013-01-01,60.0,ATL,26477495.0
2013-01-01,64.0,ATL,
2013-01-01,65.0,ATL,
2013-01-01,68.0,ATL,22260824.0
2013-01-01,69.0,ATL,4394134.0
