AIRPORT_SEQ_ID,AIRPORT,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,AIRPORT_STATE_NAME,
1000101,01A,"Afognak Lake, AK",United States,Alaska,
1000301,03A,"Granite Mountain, AK",United States,Alaska,
1000401,04A,"Lik, AK",United States,Alaska,
1000501,05A,"Little Squaw, AK",United States,Alaska,
1000601,06A,"Kizhuyak, AK",United States,Alaska,
1000701,07A,"Klawock, AK",United States,Alaska,
1000801,08A,"Elizabeth Island, AK",United States,Alaska,
1000901,09A,"Homer, AK",United States,Alaska,
1001001,1B1,"Hudson, NY",United States,New York,
1001002,1B1,"Hudson, NY",United States,New York,
1001101,1G4,"Peach Springs, AZ",United States,Arizona,
1001102,1G4,"Peach Springs, AZ",United States,Arizona,
1001103,1G4,"Peach Springs, AZ",United States,Arizona,
1001104,1G4,"Peach Springs, AZ",United States,Arizona,
1001201,1N7,"Blairstown, NJ",United States,New Jersey,
1001301,8F3,"Crosbyton, TX",United States,Texas,
1001401,A01,"Fairbanks/Ft. Wainwright, AK",United States,Alaska,
1001402,A01,"Fairbanks/Ft. Wainwright, AK",United States,Alaska,
1001501,A02,"Deadmans Bay, AK",United States,Alaska,
1001601,A03,"Hallo Bay, AK",United States,Alaska,
1001701,A04,"Red Lake, AK",United States,Alaska,
1001801,A05,"Shell Lake, AK",United States,Alaska,
1001901,A06,"Kougarok, AK",United States,Alaska,
1002001,A07,"Selawik, AK",United States,Alaska,
1002002,A07,"Selawik, AK",United States,Alaska,
1002101,A08,"Pillar Bay, AK",United States,Alaska,
1002201,JOH,"Johnstone Point, AK",United States,Alaska,
1002202,A09,"Johnstone Point, AK",United States,Alaska,
1002203,A09,"Johnstone Point, AK",United States,Alaska,
1002204,A09,"Johnstone Point, AK",United States,Alaska,
1002205,A09,"Johnstone Point, AK",United States,Alaska,
1002301,TLK,"Tikchik Lodge, AK",United States,Alaska,
1002302,KTH,"Tikchik Lodge, AK",United States,Alaska,
1002401,A11,"Bell Creek, AK",United States,Alaska,
1002501,A12,"Cinnabar, AK",United States,Alaska,
1002601,A13,"Mountaintop Mine, AK",United States,Alaska,
1002701,A14,"Whitebear, AK",United States,Alaska,
1002801,A15,"Puviaq, AK",United States,Alaska,
1002802,A15,"Puviaq, AK",United States,Alaska,
1002901,A16,"Arley Lake, AK",United States,Alaska,
1003001,A17,"Port Vita, AK",United States,Alaska,
1003101,A18,"Kantishna, AK",United States,Alaska,
1003102,A18,"Kantishna, AK",United States,Alaska,
1003103,A18,"Kantishna, AK",United States,Alaska,
1003104,A18,"Kantishna, AK",United States,Alaska,
1003301,A20,"Alpine, AK",United States,Alaska,
1003401,A21,"Serpentine, AK",United States,Alaska,
1003501,A22,"Driftwood Bay, AK",United States,Alaska,
1003601,A23,"Bradley Lake, AK",United States,Alaska,
1003701,A24,"Chilkat Lake, AK",United States,Alaska,
1003801,A25,"Nugget Creek, AK",United States,Alaska,
1003901,A26,"Ivotuk, AK",United States,Alaska,
1004001,A27,"Pogo Mines, AK",United States,Alaska,
1004101,A28,"Ayakulik River, AK",United States,Alaska,
1004201,A29,"Kiluda Bay, AK",United States,Alaska,
1004301,A30,"Terror Lake, AK",United States,Alaska,
1004401,A31,"Selief Bay, AK",United States,Alaska,
1004701,A34,"Laura Lake, AK",United States,Alaska,
1004901,A36,"Deep Bay, AK",United States,Alaska,
1005001,A37,"Kako, AK",United States,Alaska,
1005002,A37,"Kako, AK",United States,Alaska,
1005101,A38,"Molly Creek, AK",United States,Alaska,
1005201,A39,"Ptarmigan Lake, AK",United States,Alaska,
1005301,A40,"Cape Simpson, AK",United States,Alaska,
1005401,A41,"Kogru River, AK",United States,Alaska,
1005402,A41,"Kogru River, AK",United States,Alaska,
1005501,A42,"Teshepkuk Lake, AK",United States,Alaska,
1005601,A43,"Kodiak Island, AK",United States,Alaska,
1005801,A45,"Lake Florence, AK",United States,Alaska,
1005901,A46,"Lake Hasselborg, AK",United States,Alaska,
1006001,A47,"Distin Lake, AK",United States,Alaska,
1006101,A48,"Port Hobron, AK",United States,Alaska,
1006201,A49,"Mooseville Airstrip, AK",United States,Alaska,
1006301,A50,"Big Bay, AK",United States,Alaska,
1006401,A51,"Wien Lake, AK",United States,Alaska,
1006501,A52,"Silver Salmon Creek, AK",United States,Alaska,
1006601,A53,"Blear Lake, AK",United States,Alaska,
1006701,A54,"Cannery Bay, AK",United States,Alaska,
1006901,A56,"Bear Lake, AK",United States,Alaska,
1007001,VZK,"International Seafoods, AK",United States,Alaska,
1007002,A57,"International Seafoods, AK",United States,Alaska,
1007101,A58,"Cosna River, AK",United States,Alaska,
1007201,A59,"Ivatuk, AK",United States,Alaska,
1007401,A61,"Cape Sarichef, AK",United States,Alaska,
1007402,A61,"Cape Sarichef, AK",United States,Alaska,
1007501,A62,"Taylor Mountain Mine, AK",United States,Alaska,
1007601,A63,"Yukon Charley Rivvers, AK",United States,Alaska,
1007602,A63,"Yukon Charley Rivvers, AK",United States,Alaska,
1007603,A63,"Yukon Charley Rivvers, AK",United States,Alaska,
1007604,A63,"Yukon Charley Rivvers, AK",United States,Alaska,
1007605,A63,"Yukon Charley Rivvers, AK",United States,Alaska,
1007801,A65,"Karluk Portage, AK",United States,Alaska,
1007901,A66,"Hope, AK",United States,Alaska,
1007902,A66,"Hope, AK",United States,Alaska,
1007903,A66,"Hope, AK",United States,Alaska,
1007904,A66,"Hope, AK",United States,Alaska,
1007905,A66,"Hope, AK",United States,Alaska,
1008001,A67,"Viekoda Bay, AK",United States,Alaska,
1008201,A69,"Cold Bay, AK",United States,Alaska,
1008301,A70,"Village Islands, AK",United States,Alaska,
1008401,A71,"Homer, AK",United States,Alaska,
1008501,A72,"Chinitna Bay, AK",United States,Alaska,
1008601,A73,"McKinley Park, AK",United States,Alaska,
1008701,A74,"Nanwalek, AK",United States,Alaska,
1008801,A75,"Malina Bay, AK",United States,Alaska,
1008901,A76,"Red Fox Bay, AK",United States,Alaska,
1009001,A77,"Shearwater, AK",United States,Alaska,
1009101,A78,"Cape Simpson, AK",United States,Alaska,
1009201,A79,"Cape Simpson, AK",United States,Alaska,
1009301,A80,"Cape Simpson, AK",United States,Alaska,
1009401,A81,"Aglaq, AK",United States,Alaska,
1009501,A82,"Nikiski, AK",United States,Alaska,
1009601,A83,"Petrof Point, AK",United States,Alaska,
1009701,A84,"Denali, AK",United States,Alaska,
1009801,A85,"Big River, AK",United States,Alaska,
1010001,A87,"Carry Inlet, AK",United States,Alaska,
1010201,A89,"Montague Island, AK",United States,Alaska,
1010301,A90,"Shannon Pond, AK",United States,Alaska,
1010401,A91,"Omalik Lagoon, AK",United States,Alaska,
1010501,A92,"Omolik Lagoon, AK",United States,Alaska,
1010601,A93,"Bradley Lake Project, AK",United States,Alaska,
1010701,A94,"Barrow, AK",United States,Alaska,
1010801,A95,"Barrow, AK",United States,Alaska,
1010901,A96,"Barrow, AK",United States,Alaska,
1011001,A97,"Akulik, AK",United States,Alaska,
1011101,A98,"Deadfall, AK",United States,Alaska,
1011201,A99,"Eagle Creek, AK",United States,Alaska,
1011301,AA1,"Bethel, AK",United States,Alaska,
1011601,AA4,"Kachemak Bay, AK",United States,Alaska,
1011701,AA5,"Selby Lake, AK",United States,Alaska,
1011801,AAA,"Anaa, French Polynesia",French Polynesia,,
1011802,AAA,"Anaa, French Polynesia",French Polynesia,,
1011901,AAB,"Arrabury, Australia",Australia,,
1012001,AAC,"El Arish, Egypt",Egypt,,
1012002,AAC,"El Arish, Egypt",Egypt,,
1012101,AAE,"Annaba, Algeria",Algeria,,
1012102,AAE,"Annaba, Algeria",Algeria,,
1012103,AAE,"Annaba, Algeria",Algeria,,
1012201,AAF,"Apalachicola, FL",United States,Florida,
1012202,AAF,"Apalachicola, FL",United States,Florida,
1012203,AAF,"Apalachicola, FL",United States,Florida,
1012204,AAF,"Apalachicola, FL",United States,Florida,
1012301,AAH,"Aachen, West Germany",West Germany,,
1012302,AAH,"Aachen, Germany",Germany,,
1012303,AAH,"Aachen, Germany",Germany,,
1012304,AAH,"Aachen, Germany",Germany,,
1012305,AAH,"Aachen, Germany",Germany,,
1012306,AAH,"Aachen, Germany",Germany,,
1012401,AAI,"Arraias, Brazil",Brazil,,
1012402,AAI,"Arraias, Brazil",Brazil,,
1012403,AAI,"Arraias, Brazil",Brazil,,
1012404,AAI,"Arraias, Brazil",Brazil,,
1012405,AAI,"Arraias, Brazil",Brazil,,
1012501,AAL,"Aalborg, Denmark",Denmark,,
1012502,AAL,"Aalborg, Denmark",Denmark,,
1012503,AAL,"Aalborg, Denmark",Denmark,,
1012601,AAM,"Mala Mala, South Africa",South Africa,,
1012602,AAM,"Mala Mala, South Africa",South Africa,,
1012701,AAN,"Al Ain, United Arab Emirates",United Arab Emirates,,
1012702,AAN,"Al Ain, United Arab Emirates",United Arab Emirates,,
1012703,AAN,"Al Ain, United Arab Emirates",United Arab Emirates,,
1012801,AAO,"Anaco, Venezuela",Venezuela,,
1012802,AAO,"Anaco, Venezuela",Venezuela,,
1012803,AAO,"Anaco, Venezuela",Venezuela,,
1012804,AAO,"Anaco, Venezuela",Venezuela,,
1012805,AAO,"Anaco, Venezuela",Venezuela,,
1012901,AAQ,"Anapa, Russia",Russia,,
1012902,AAQ,"Anapa, Russia",Russia,,
1012903,AAQ,"Anapa, Russia",Russia,,
1012904,AAQ,"Anapa, Russia",Russia,,
1013001,AAR,"Aarhus, Denmark",Denmark,,
1013002,AAR,"Aarhus, Denmark",Denmark,,
1013003,AAR,"Aarhus, Denmark",Denmark,,
1013101,AAU,"Asau, Samoa",Samoa,,
1013201,AAX,"Araxa, Brazil",Brazil,,
1013202,AAX,"Araxa, Brazil",Brazil,,
1013203,AAX,"Araxa, Brazil",Brazil,,
1013401,ABD,"Abadan, Iran",Iran,,
1013402,ABD,"Abadan, Iran",Iran,,
1013403,ABD,"Abadan, Iran",Iran,,
1013501,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013502,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013503,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013504,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013505,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013506,ABE,"Allentown/Bethlehem/Easton, PA",United States,Pennsylvania,
1013601,ABI,"Abilene, TX",United States,Texas,
1013602,ABI,"Abilene, TX",United States,Texas,
1013603,ABI,"Abilene, TX",United States,Texas,
1013701,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013702,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013703,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013704,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013705,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013706,ABJ,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,,
1013801,ABK,"Kabri Dar, Ethiopia",Ethiopia,,
1013802,ABK,"Kabri Dar, Ethiopia",Ethiopia,,
1013803,ABK,"Kabri Dar, Ethiopia",Ethiopia,,
1013804,ABK,"Kabri Dar, Ethiopia",Ethiopia,,
1013805,ABK,"Kabri Dar, Ethiopia",Ethiopia,,
1013901,ABL,"Ambler, AK",United States,Alaska,
1014001,ABQ,"Albuquerque, NM",United States,New Mexico,
1014002,ABQ,"Albuquerque, NM",United States,New Mexico,
1014003,ABQ,"Albuquerque, NM",United States,New Mexico,
1014004,ABQ,"Albuquerque, NM",United States,New Mexico,
1014005,ABQ,"Albuquerque, NM",United States,New Mexico,
1014101,ABR,"Aberdeen, SD",United States,South Dakota,
1014102,ABR,"Aberdeen, SD",United States,South Dakota,
1014103,ABR,"Aberdeen, SD",United States,South Dakota,
1014104,ABR,"Aberdeen, SD",United States,South Dakota,
1014105,ABR,"Aberdeen, SD",United States,South Dakota,
1014106,ABR,"Aberdeen, SD",United States,South Dakota,
1014201,ABS,"Abu Simbel, Egypt",Egypt,,
1014202,ABS,"Abu Simbel, Egypt",Egypt,,
1014203,ABS,"Abu Simbel, Egypt",Egypt,,
1014204,ABS,"Abu Simbel, Egypt",Egypt,,
1014205,ABS,"Abu Simbel, Egypt",Egypt,,
1014301,BBH,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014302,ABT,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014303,ABT,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014304,ABT,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014305,ABT,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014306,ABT,"Al-Baha, Saudi Arabia",Saudi Arabia,,
1014401,ABV,"Abuja, Nigeria",Nigeria,,
1014402,ABV,"Abuja, Nigeria",Nigeria,,
1014403,ABV,"Abuja, Nigeria",Nigeria,,
1014404,ABV,"Abuja, Nigeria",Nigeria,,
1014405,ABV,"Abuja, Nigeria",Nigeria,,
1014501,ABX,"Albury, Australia",Australia,,
1014502,ABX,"Albury, Australia",Australia,,
1014601,ABY,"Albany, GA",United States,Georgia,
1014602,ABY,"Albany, GA",United States,Georgia,
1014701,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014702,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014703,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014704,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014705,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014706,ABZ,"Aberdeen, United Kingdom",United Kingdom,,
1014801,ACA,"Acapulco, Mexico",Mexico,,
1014802,ACA,"Acapulco, Mexico",Mexico,,
1014901,ACB,"Bellaire, MI",United States,Michigan,
1014902,ACB,"Bellaire, MI",United States,Michigan,
1015001,ACC,"Accra, Ghana",Ghana,,
1015002,ACC,"Accra, Ghana",Ghana,,
1015101,ACE,"Arrecife, Spain",Spain,,
1015102,ACE,"Arrecife, Spain",Spain,,
1015201,ACH,"Altenrhein, Switzerland",Switzerland,,
1015202,ACH,"Altenrhein, Switzerland",Switzerland,,
1015301,ACI,"Alderney, United Kingdom",United Kingdom,,
1015302,ACI,"Alderney, United Kingdom",United Kingdom,,
1015303,ACI,"Alderney, United Kingdom",United Kingdom,,
1015304,ACI,"Alderney, United Kingdom",United Kingdom,,
1015305,ACI,"Alderney, United Kingdom",United Kingdom,,
1015306,ACI,"Alderney, United Kingdom",United Kingdom,,
1015307,ACI,"Alderney, United Kingdom",United Kingdom,,
1015401,ACK,"Nantucket, MA",United States,Massachusetts,
1015402,ACK,"Nantucket, MA",United States,Massachusetts,
1015403,ACK,"Nantucket, MA",United States,Massachusetts,
1015404,ACK,"Nantucket, MA",United States,Massachusetts,
1015405,ACK,"Nantucket, MA",United States,Massachusetts,
1015501,ACT,"Waco, TX",United States,Texas,
1015502,ACT,"Waco, TX",United States,Texas,
1015601,ACU,"Achutupo, Panama",Panama,,
1015701,ACV,"Arcata/Eureka, CA",United States,California,
1015702,ACV,"Arcata/Eureka, CA",United States,California,
1015703,ACV,"Arcata/Eureka, CA",United States,California,
1015704,ACV,"Arcata/Eureka, CA",United States,California,
1015705,ACV,"Arcata/Eureka, CA",United States,California,
1015706,ACV,"Arcata/Eureka, CA",United States,California,
1015801,ACY,"Atlantic City, NJ",United States,New Jersey,
1015802,ACY,"Atlantic City, NJ",United States,New Jersey,
1015803,ACY,"Atlantic City, NJ",United States,New Jersey,
1015804,ACY,"Atlantic City, NJ",United States,New Jersey,
1015901,ADA,"Adana, Turkey",Turkey,,
1015902,ADA,"Adana, Turkey",Turkey,,
1016001,ADB,"Izmir, Turkey",Turkey,,
1016002,ADB,"Izmir, Turkey",Turkey,,
1016101,ADC,"Andakombe, Papua New Guinea",Papua New Guinea,,
1016102,ADC,"Andakombe, Papua New Guinea",Papua New Guinea,,
1016103,ADC,"Andakombe, Papua New Guinea",Papua New Guinea,,
1016201,ADD,"Addis Ababa, Ethiopia",Ethiopia,,
1016202,ADD,"Addis Ababa, Ethiopia",Ethiopia,,
1016301,ADE,"Aden, South Yemen",South Yemen,,
1016302,ADE,"Aden, Yemen",Yemen,,
1016303,ADE,"Aden, Yemen",Yemen,,
1016401,ADJ,"Amman, Jordan",Jordan,,
1016402,ADJ,"Amman, Jordan",Jordan,,
1016403,ADJ,"Amman, Jordan",Jordan,,
1016501,ADK,"Adak Island, AK",United States,Alaska,
1016502,ADK,"Adak Island, AK",United States,Alaska,
1016503,ADK,"Adak Island, AK",United States,Alaska,
1016504,ADK,"Adak Island, AK",United States,Alaska,
1016505,ADK,"Adak Island, AK",United States,Alaska,
1016506,ADK,"Adak Island, AK",United States,Alaska,
1016601,ADL,"Adelaide, Australia",Australia,,
1016602,ADL,"Adelaide, Australia",Australia,,
1016701,ADM,"Ardmore, OK",United States,Oklahoma,
1016702,ADM,"Ardmore, OK",United States,Oklahoma,
1016703,ADM,"Ardmore, OK",United States,Oklahoma,
1016704,ADM,"Ardmore, OK",United States,Oklahoma,
1016705,ADM,"Ardmore, OK",United States,Oklahoma,
1016801,ADN,"Andes, Colombia",Colombia,,
1016802,ADN,"Andes, Colombia",Colombia,,
1016803,ADN,"Andes, Colombia",Colombia,,
1016804,ADN,"Andes, Colombia",Colombia,,
1016805,ADN,"Andes, Colombia",Colombia,,
1016901,ADO,"Andamooka, Australia",Australia,,
1017001,ADQ,"Kodiak, AK",United States,Alaska,
1017002,ADQ,"Kodiak, AK",United States,Alaska,
1017003,ADQ,"Kodiak, AK",United States,Alaska,
1017004,ADQ,"Kodiak, AK",United States,Alaska,
1017101,ADS,"Dallas, TX",United States,Texas,
1017102,ADS,"Dallas, TX",United States,Texas,
1017201,ADW,"Camp Springs, MD",United States,Maryland,
1017202,ADW,"Camp Springs, MD",United States,Maryland,
1017203,ADW,"Camp Springs, MD",United States,Maryland,
1017204,ADW,"Camp Springs, MD",United States,Maryland,
1017205,ADW,"Camp Springs, MD",United States,Maryland,
1017301,ADX,"St Andrews, United Kingdom",United Kingdom,,
1017302,ADX,"St Andrews, United Kingdom",United Kingdom,,
1017303,ADX,"St Andrews, United Kingdom",United Kingdom,,
1017304,ADX,"St Andrews, United Kingdom",United Kingdom,,
1017305,ADX,"St Andrews, United Kingdom",United Kingdom,,
1017401,ADZ,"San Andres Island, Colombia",Colombia,,
1017402,ADZ,"San Andres Island, Colombia",Colombia,,
1017403,ADZ,"San Andres Island, Colombia",Colombia,,
1017501,DHF,"Al Dhafra, United Arab Emirates",United Arab Emirates,,
1017601,AED,"Aleneva, AK",United States,Alaska,
1017701,AEG,"Padang Sidempuan, Indonesia",Indonesia,,
1017801,AEH,"Abeche, Chad",Chad,,
1017802,AEH,"Abeche, Chad",Chad,,
1017803,AEH,"Abeche, Chad",Chad,,
1018001,AEO,"Aioun El Atrouss, Mauritania",Mauritania,,
1018002,AEO,"Aioun El Atrouss, Mauritania",Mauritania,,
1018101,AEP,"Buenos Aires, Argentina",Argentina,,
1018102,AEP,"Buenos Aires, Argentina",Argentina,,
1018201,AER,"Adler/Sochi, U.S.S.R.",U.S.S.R.,,
1018202,AER,"Adler/Sochi, Russia",Russia,,
1018301,AES,"Aalesund, Norway",Norway,,
1018302,AES,"Aalesund, Norway",Norway,,
1018303,AES,"Aalesund, Norway",Norway,,
1018401,AET,"Allakaket, AK",United States,Alaska,
1018402,AET,"Allakaket, AK",United States,Alaska,
1018501,AEX,"Alexandria, LA",United States,Louisiana,
1018502,AEX,"Alexandria, LA",United States,Louisiana,
1018601,AEY,"Akureyri, Iceland",Iceland,,
1018602,AEY,"Akureyri, Iceland",Iceland,,
1018603,AEY,"Akureyri, Iceland",Iceland,,
1018604,AEY,"Akureyri, Iceland",Iceland,,
1018605,AEY,"Akureyri, Iceland",Iceland,,
1018801,AFA,"San Rafael, Argentina",Argentina,,
1018802,AFA,"San Rafael, Argentina",Argentina,,
1018803,AFA,"San Rafael, Argentina",Argentina,,
1018804,AFA,"San Rafael, Argentina",Argentina,,
1018805,AFA,"San Rafael, Argentina",Argentina,,
1018806,AFA,"San Rafael, Argentina",Argentina,,
1018901,AFF,"Colorado Springs, CO",United States,Colorado,
1018902,AFF,"Colorado Springs, CO",United States,Colorado,
1018903,AFF,"Colorado Springs, CO",United States,Colorado,
1018904,AFF,"Colorado Springs, CO",United States,Colorado,
1018905,AFF,"Colorado Springs, CO",United States,Colorado,
1019001,AFK,"Nebraska, NE",United States,Nebraska,
1019002,AFK,"Nebraska, NE",United States,Nebraska,
1019003,AFK,"Nebraska, NE",United States,Nebraska,
1019004,AFK,"Nebraska, NE",United States,Nebraska,
1019005,AFK,"Nebraska, NE",United States,Nebraska,
1019006,AFK,"Nebraska, NE",United States,Nebraska,
1019101,AFO,"Afton, WY",United States,Wyoming,
1019102,AFO,"Afton, WY",United States,Wyoming,
1019201,AFP,"Wadesboro, NC",United States,North Carolina,
1019202,AFP,"Wadesboro, NC",United States,North Carolina,
1019203,AFP,"Wadesboro, NC",United States,North Carolina,
1019204,AFP,"Wadesboro, NC",United States,North Carolina,
1019205,AFP,"Wadesboro, NC",United States,North Carolina,
1019401,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019402,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019403,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019404,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019405,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019406,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019407,AFW,"Dallas/Fort Worth, TX",United States,Texas,
1019501,AFY,"Afyon, Turkey",Turkey,,
1019502,AFY,"Afyon, Turkey",Turkey,,
1019601,AGA,"Agadir, Morocco",Morocco,,
1019602,AGA,"Agadir, Morocco",Morocco,,
1019701,AGB,"Augsburg, West Germany",West Germany,,
1019702,AGB,"Augsburg, Germany",Germany,,
1019703,AGB,"Augsburg, Germany",Germany,,
1019801,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019802,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019803,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019804,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019805,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019806,AGC,"Pittsburgh, PA",United States,Pennsylvania,
1019901,AGF,"Agen, France",France,,
1019902,AGF,"Agen, France",France,,
1019903,AGF,"Agen, France",France,,
1019904,AGF,"Agen, France",France,,
1019905,AGF,"Agen, France",France,,
1019906,AGF,"Agen, France",France,,
1019907,AGF,"Agen, France",France,,
1020001,AGG,"Angoram, Papua New Guinea",Papua New Guinea,,
1020101,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020102,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020103,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020104,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020105,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020106,AGH,"Angelholm/Helsingborg, Sweden",Sweden,,
1020201,AGK,"Kagua, Papua New Guinea",Papua New Guinea,,
1020301,AGL,"Wanigela, Papua New Guinea",Papua New Guinea,,
1020302,AGL,"Wanigela, Papua New Guinea",Papua New Guinea,,
1020401,AGN,"Angoon, AK",United States,Alaska,
1020501,AGP,"Malaga, Spain",Spain,,
1020502,AGP,"Malaga, Spain",Spain,,
1020503,AGP,"Malaga, Spain",Spain,,
1020504,AGP,"Malaga, Spain",Spain,,
1020505,AGP,"Malaga, Spain",Spain,,
1020506,AGP,"Malaga, Spain",Spain,,
1020507,AGP,"Malaga, Spain",Spain,,
1020508,AGP,"Malaga, Spain",Spain,,
1020601,AGQ,"Agrinion, Greece",Greece,,
1020602,AGQ,"Agrinion, Greece",Greece,,
1020701,AGR,"Agra, India",India,,
1020702,AGR,"Agra, India",India,,
1020801,AGS,"Augusta, GA",United States,Georgia,
1020802,AGS,"Augusta, GA",United States,Georgia,
1020803,AGS,"Augusta, GA",United States,Georgia,
1020901,AGT,"Ciudad del Este, Paraguay",Paraguay,,
1021001,AGU,"Aguascalientes, Mexico",Mexico,,
1021002,AGU,"Aguascalientes, Mexico",Mexico,,
1021003,AGU,"Aguascalientes, Mexico",Mexico,,
1021101,AGV,"Acarigua, Venezuela",Venezuela,,
1021102,AGV,"Acarigua, Venezuela",Venezuela,,
1021201,AGX,"Agatti Island, India",India,,
1021301,AHA,"Okinawa, Japan",Japan,,
1021401,AHB,"Abha, Saudi Arabia",Saudi Arabia,,
1021402,AHB,"Abha, Saudi Arabia",Saudi Arabia,,
1021403,AHB,"Abha, Saudi Arabia",Saudi Arabia,,
1021404,AHB,"Abha, Saudi Arabia",Saudi Arabia,,
1021405,AHB,"Abha, Saudi Arabia",Saudi Arabia,,
1021501,AHD,"Ardmore, OK",United States,Oklahoma,
1021502,AHD,"Ardmore, OK",United States,Oklahoma,
1021601,AHN,"Athens, GA",United States,Georgia,
1021602,AHN,"Athens, GA",United States,Georgia,
1021603,AHN,"Athens, GA",United States,Georgia,
1021604,AHN,"Athens, GA",United States,Georgia,
1021605,AHN,"Athens, GA",United States,Georgia,
1021701,AHO,"Alghero/Sassari, Italy",Italy,,
1021702,AHO,"Alghero/Sassari, Italy",Italy,,
1021703,AHO,"Alghero/Sassari, Italy",Italy,,
1021704,AHO,"Alghero/Sassari, Italy",Italy,,
1021705,AHO,"Alghero/Sassari, Italy",Italy,,
1021706,AHO,"Alghero/Sassari, Italy",Italy,,
1021801,AHS,"Ahuas, Honduras",Honduras,,
1021802,AHS,"Ahuas, Honduras",Honduras,,
1021803,AHS,"Ahuas, Honduras",Honduras,,
1021804,AHS,"Ahuas, Honduras",Honduras,,
1021805,AHS,"Ahuas, Honduras",Honduras,,
1021901,AHT,"Amchitka Island, AK",United States,Alaska,
1022001,AHU,"Al Hoceima, Morocco",Morocco,,
1022002,AHU,"Al Hoceima, Morocco",Morocco,,
1022101,AIA,"Alliance, NE",United States,Nebraska,
1022102,AIA,"Alliance, NE",United States,Nebraska,
1022103,AIA,"Alliance, NE",United States,Nebraska,
1022104,AIA,"Alliance, NE",United States,Nebraska,
1022105,AIA,"Alliance, NE",United States,Nebraska,
1022201,AIB,"Anita Bay, AK",United States,Alaska,
1022301,AID,"Anderson, IN",United States,Indiana,
1022302,AID,"Anderson, IN",United States,Indiana,
1022401,AIK,"Aiken, SC",United States,South Carolina,
1022402,AIK,"Aiken, SC",United States,South Carolina,
1022403,AIK,"Aiken, SC",United States,South Carolina,
1022501,AIN,"Wainwright, AK",United States,Alaska,
1022502,AIN,"Wainwright, AK",United States,Alaska,
1022601,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022602,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022603,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022604,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022605,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022606,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022607,AIT,"Aitutaki, Cook Islands",Cook Islands,,
1022701,AIY,"Atlantic City, NJ",United States,New Jersey,
1022702,AIY,"Atlantic City, NJ",United States,New Jersey,
1022801,AIZ,"Lake of the Ozarks, MO",United States,Missouri,
1022802,AIZ,"Lake of the Ozarks, MO",United States,Missouri,
1022901,AJA,"Ajaccio, France",France,,
1022902,AJA,"Ajaccio, France",France,,
1022903,AJA,"Ajaccio, France",France,,
1022904,AJA,"Ajaccio, France",France,,
1022905,AJA,"Ajaccio, France",France,,
1022906,AJA,"Ajaccio, France",France,,
1023001,AJF,"Jouf, Saudi Arabia",Saudi Arabia,,
1023002,AJF,"Jouf, Saudi Arabia",Saudi Arabia,,
