GeoFips,GeoName,LineCode,Description,2011,2012,2013
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",34,    Wholesale trade,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",35,    Retail trade,12022988,12207233,12342275
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),6127442,6537061
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",45,    Information,6354510,5937552,6380266
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",32875628,35347092,35276508
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",51,      Finance and insurance,10455595,11549217,10154142
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,22420033,23797875,25122366
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",59,    Professional and business services,(D),36588307,(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,7794982,8095858,8169805
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",19675189,20191902,20331412
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",69,      Educational services,1703703,1796263,1828580
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",70,      Health care and social assistance,17971486,18395640,18502832
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",6940229,7696527,7969988
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",1794053,1876249,1912912
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",79,      Accommodation and food services,5146176,5820278,6057075
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),4732366,4953064,4952576
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",83,Government and government enterprises,18459791,18044357,18095323
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,Addenda:,,,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",87,Natural resources and mining,409936,418639,(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",88,Trade,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",90,Manufacturing and information,41193758,45356038,49854567
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,40519169,45551074,(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",92,Private services-providing industries 3/,141072104,148564269,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1,All industry total,380459547,404431385,423766110
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,  Private industries,351554757,374573457,392317292
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",102551,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",26126441,28161730,30205773
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",10,    Utilities,6600691,6019967,6240284
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",11,    Construction,18487473,21099191,23263107
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",12,    Manufacturing,88972648,87189655,91851233
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",13,      Durable goods manufacturing,(D),(D),27948158
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,(D),(D),63903075
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",34,    Wholesale trade,34816639,40398046,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",35,    Retail trade,16329990,17732871,18863650
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),19251049
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",45,    Information,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",45849228,50103334,52574983
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",51,      Finance and insurance,13904195,16169570,16820432
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,31945032,33933764,35754551
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",59,    Professional and business services,50695597,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,(D),(D),15481913
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",21568233,22449338,23637477
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",69,      Educational services,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",70,      Health care and social assistance,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",9744587,10640673,11493557
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",1911442,2009039,2290329
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",79,      Accommodation and food services,7833144,8631634,9203227
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),6695047,7283520,7679935
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",83,Government and government enterprises,28904790,29857928,31448818
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",,Addenda:,,,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",87,Natural resources and mining,26228992,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",88,Trade,51146629,58130916,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),25491333
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",90,Manufacturing and information,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,133689114,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",92,Private services-providing industries 3/,217865643,(D),(D)
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,All industry total,88096898,89213576,92592492
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,  Private industries,78251020,79284063,82454910
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",15031,16284,15057
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",63658,64302,54294
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",10,    Utilities,1639732,1627791,1618690
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",11,    Construction,4898825,3621379,3461383
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",12,    Manufacturing,2973192,3569697,3526598
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",13,      Durable goods manufacturing,2184905,2795668,2662172
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,788287,774029,864426
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",34,    Wholesale trade,3319323,3614769,3716528
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",35,    Retail trade,6009400,6364308,6725850
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",36,    Transportation and warehousing,3866244,4194726,4227307
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",45,    Information,2381363,2423787,2438555
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",18003078,16882965,18076142
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",51,      Finance and insurance,4348836,3469668,3190098
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,13654241,13413296,14886044
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",59,    Professional and business services,9190878,9733046,9906319
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",4523727,4611858,4590034
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",64,      Management of companies and enterprises,1837018,2138276,2273836
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,2830133,2982912,3042449
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",5401715,5643515,5793919
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",69,      Educational services,457724,465520,481431
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",70,      Health care and social assistance,4943992,5177995,5312488
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",18912935,19867535,21202537
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",3169643,3919476,4135777
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",79,      Accommodation and food services,15743292,15948058,17066759
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),1575647,1659958,1691732
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",83,Government and government enterprises,9845878,9929513,10137582
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",,Addenda:,,,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",87,Natural resources and mining,78688,80586,69351
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",88,Trade,9328723,9979077,10442378
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",89,Transportation and utilities,5505976,5822517,5845997
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",90,Manufacturing and information,5354555,5993485,5965153
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,7950705,7271663,7057332
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",92,Private services-providing industries 3/,70300314,72012400,75397578
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,All industry total,756470973,788081634,820353615
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,  Private industries,683804701,715065044,744294878
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",410956,461543,449534
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",3010746,3072013,2968205
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",10,    Utilities,4708080,5003760,5048681
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",11,    Construction,16193544,19864297,22494478
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",12,    Manufacturing,73925867,74273610,77429660
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,46163715,45291900,47590285
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,27762153,28981710,29839375
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",34,    Wholesale trade,54774968,55193843,57689636
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",35,    Retail trade,41913880,43894235,46389322
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",36,    Transportation and warehousing,19466668,19743657,21099448
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",45,    Information,79618413,80686462,86333700
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",179805890,193174053,201524885
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",51,      Finance and insurance,43403356,48335377,49629885
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,136402535,144838676,151895000
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",59,    Professional and business services,98344858,101477215,101687512
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",64257031,66092836,66466080
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,9475579,9910931,10463024
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,24612248,25473448,24758409
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",57469536,60613510,62147010
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",69,      Educational services,10516804,10892383,11141589
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",70,      Health care and social assistance,46952732,49721126,51005421
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",38166770,40758234,41761876
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",19086517,20921658,20828277
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",79,      Accommodation and food services,19080252,19836575,20933598
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),15994526,16848610,17270932
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",83,Government and government enterprises,72666271,73016590,76058737
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",,Addenda:,,,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",87,Natural resources and mining,3421701,3533556,3417738
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",88,Trade,96688848,99088079,104078957
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",89,Transportation and utilities,24174748,24747417,26148129
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",90,Manufacturing and information,153544280,154960073,163763361
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,93541112,97671463,103341876
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,590263589,617393580,640953002
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,All industry total,252715328,259070997,271477303
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,  Private industries,223875163,230142792,241819473
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",1028073,1047643,1104102
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",276729,317585,244569
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",10,    Utilities,3601355,3636263,3632086
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",11,    Construction,12077385,8588913,8544322
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",12,    Manufacturing,8644379,8476415,9096415
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",13,      Durable goods manufacturing,5194333,4941439,5266747
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,3450046,3534976,3829669
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",34,    Wholesale trade,23321752,25172585,26096390
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",35,    Retail trade,17940623,18791512,20002561
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",36,    Transportation and warehousing,10674302,10846227,12249862
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",45,    Information,14815913,14850744,16134290
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",52836886,56611517,60394196
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",51,      Finance and insurance,13305589,15219522,16851696
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,39531297,41391996,43542500
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",59,    Professional and business services,32786716,34599513,36058353
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",19935222,20906639,21556411
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",64,      Management of companies and enterprises,3301663,3562656,3908311
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,9549830,10130218,10593631
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",23945007,24467919,25233288
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",69,      Educational services,4339243,4075044,4075223
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",70,      Health care and social assistance,19605764,20392876,21158065
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",14465918,15026754,15073652
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",3244093,3617080,3472168
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",79,      Accommodation and food services,11221825,11409674,11601484
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),7460125,7709201,7955387
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",83,Government and government enterprises,28840165,28928205,29657830
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",,Addenda:,,,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",87,Natural resources and mining,1304802,1365229,1348672
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",88,Trade,41262374,43964097,46098951
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",89,Transportation and utilities,14275657,14482490,15881948
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",90,Manufacturing and information,23460292,23327158,25230705
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,22026566,18430557,18989409
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",92,Private services-providing industries 3/,201848597,211712236,222830064
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,All industry total,197392868,205223887,213332441
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,  Private industries,177903236,185358106,192757324
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",585372,660108,511776
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",549951,468210,471175
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",10,    Utilities,2500542,2418203,2522426
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",11,    Construction,5701557,6214648,6995686
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",12,    Manufacturing,28649166,29864161,30751118
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",13,      Durable goods manufacturing,17798329,18436588,20143496
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,10850838,11427573,10607622
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",34,    Wholesale trade,(D),(D),17345128
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",35,    Retail trade,10041072,10305513,11299285
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),6451061
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",45,    Information,9008532,(D),9335109
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",40405690,43572293,43878092
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",51,      Finance and insurance,18399986,20209047,19886996
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,22005704,23363246,23991097
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",59,    Professional and business services,30644398,31532416,32845580
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,(D),(D),5759120
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",17455481,18169545,18716407
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",69,      Educational services,(D),2447685,(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",70,      Health care and social assistance,(D),15721859,(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",6458234,6691346,7176755
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",2033482,2014914,2179202
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",79,      Accommodation and food services,4424753,4676433,4997552
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),4163373,4286856,4457727
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",83,Government and government enterprises,19489631,19865781,20575117
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",,Addenda:,,,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",87,Natural resources and mining,1135323,1128319,982951
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",88,Trade,(D),(D),28644413
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),8973487
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",90,Manufacturing and information,37657698,(D),40086227
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,35486047,37207128,38729754
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",92,Private services-providing industries 3/,142417190,148150978,154027570
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,All industry total,1309742851,1401795910,1439677901
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,  Private industries,1183680934,1274434717,1305137287
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",(D),329959,423369
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",10,    Utilities,(D),(D),14907306
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",11,    Construction,34108294,36269960,40033913
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",12,    Manufacturing,(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,42304919,40680357,(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34,    Wholesale trade,(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",35,    Retail trade,61023497,62774198,66150466
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",45,    Information,107146592,109343885,116683915
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",402872382,464080190,462398877
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",51,      Finance and insurance,202480109,250201974,242634027
